target,period
TIC28498786,0.7817808
TIC440796977,0.7820745
TIC198076334,0.7826006
TIC220402290,0.7852364
TIC220402294,0.7852427
TIC163965682,0.7858484
TIC271158877,0.7862557
TIC280055342,0.7865936
TIC193627658,0.7871829
TIC273865522,0.788603
TIC35516889,0.7888385
TIC120576722,0.7891762
TIC31415131,0.7896026
TIC308451526,0.7896583
TIC375160191,0.790414
TIC266770712,0.7904541
TIC253657883,0.7905225
TIC233080133,0.7916603
TIC54957535,0.7928444
TIC470283916,0.7934618
TIC280278364,0.7938791
TIC362187226,0.7939721
TIC356820646,0.7943807
TIC260370473,0.7950522
TIC260370454,0.7951027
TIC165371937,0.7956265
TIC382312052,0.7972678
TIC44147832,0.7980902
TIC249943198,0.798693
TIC457173024,0.7989162
TIC160159932,0.7991886
TIC97402522,0.8007241
TIC147131974,0.8016887
TIC207496824,0.8027002
TIC152926069,0.8032433
TIC399729481,0.803801
TIC343553606,0.8050707
TIC240873079,0.8056326
TIC170937974,0.8061295
TIC365787759,0.8073952
TIC99931724,0.8079015
TIC159386347,0.8079928
TIC316918055,0.8084718
TIC201291281,0.8103627
TIC33864821,0.810465
TIC36734222,0.8134735
TIC388203226,0.8139276
TIC239187696,0.8143008
TIC159636127,0.8146941
TIC177315555,0.8152513
TIC393894013,0.8158802
TIC161687316,0.8164077
TIC161687311,0.8166028
TIC264594607,0.8168185
TIC18271803,0.8180907
TIC394131772,0.8190913
TIC310897084,0.8191055
TIC229771234,0.8209585
TIC248410138,0.8219642
TIC25078120,0.8232098
TIC279181220,0.8232815
TIC381167995,0.8242596
TIC185060842,0.8248662
TIC316333039,0.8252373
TIC124712813,0.825658
TIC124712820,0.8256717
TIC158726046,0.8269418
TIC291651765,0.8274292
TIC101070833,0.8276644
TIC126325291,0.8293766
TIC267239205,0.8303664
TIC12494582,0.8309453
TIC274348764,0.8320495
TIC237290473,0.8324161
TIC29697290,0.8352303
TIC51912829,0.8354048
TIC307379977,0.8362568
TIC60479151,0.8378759
TIC14614418,0.8379827
TIC337370789,0.8380236
TIC154511165,0.8403778
TIC273373040,0.8431663
TIC142258314,0.8441977
TIC98777963,0.8447669
TIC140084919,0.8450043
TIC92776364,0.8462567
TIC235982927,0.847279
TIC300443831,0.8474457
TIC309598681,0.8485798
TIC385105755,0.8494102
TIC200282468,0.8520161
TIC376606423,0.8545939
TIC63315565,0.8553523
TIC275537496,0.8562521
TIC314459000,0.8578359
TIC365570620,0.8583147
TIC219967673,0.8586386
TIC412941718,0.858977
TIC121714982,0.8601619
TIC289370888,0.8607976
TIC323255579,0.8611959
TIC219373406,0.8618965
TIC188630094,0.8627317
TIC73201833,0.8649434
TIC141148944,0.8652485
TIC234491752,0.8658398
TIC7854182,0.866021
TIC155915231,0.8668953
TIC267651492,0.8669407
TIC4971740,0.8677957
TIC199688409,0.8682633
TIC371108287,0.8686293
TIC210636260,0.8688272
TIC181043970,0.8709147
TIC123311124,0.8715843
TIC197886566,0.8721425
TIC394657952,0.8723736
TIC31054255,0.873872
TIC456517808,0.8765077
TIC158393140,0.8768263
TIC34236395,0.8793064
TIC135443051,0.8793067
TIC357512000,0.8797054
TIC387586260,0.880467
TIC399423563,0.8841726
TIC362259855,0.8847618
TIC268297677,0.8851284
TIC258837989,0.8870531
TIC224283342,0.8874258
TIC229889119,0.8875197
TIC258519658,0.8877353
TIC1190662,0.8879691
TIC120566395,0.8884682
TIC325564366,0.8886966
TIC255921197,0.8892865
TIC28359831,0.8905095
TIC355978205,0.89109
TIC382512330,0.8911385
TIC15795549,0.8911946
TIC28763683,0.8917124
TIC13325340,0.8930911
TIC53900480,0.8939467
TIC406781370,0.8966773
TIC149976187,0.8968788
TIC413395842,0.8970932
TIC14307980,0.8974226
TIC348538431,0.899466
TIC294396726,0.8995044
TIC231826813,0.9007543
TIC192990023,0.900898
TIC274645120,0.9009169
TIC12012992,0.9011729
TIC168674931,0.9013817
TIC342334344,0.9013952
TIC11070365,0.9020851
TIC294092960,0.9022575
TIC294092966,0.9022624
TIC290547036,0.9031481
TIC25078924,0.9043827
TIC121945407,0.9055703
TIC231809798,0.9056737
TIC406798603,0.9063451
TIC372816629,0.909088
TIC399737080,0.9106007
TIC262696097,0.9112219
TIC83914837,0.9118507
TIC289564387,0.9125527
TIC14826027,0.912568
TIC358049707,0.9131123
TIC197908268,0.9131569
TIC332910947,0.914434
TIC169532543,0.9154337
TIC122330743,0.9163618
TIC303441920,0.9176657
TIC88479623,0.9182032
TIC159169838,0.9184306
TIC294327312,0.9185462
TIC83939434,0.9210253
TIC377611329,0.921582
TIC438682877,0.921935
TIC56332484,0.9225558
TIC345835653,0.9242404
TIC147314529,0.9256059
TIC43712632,0.9264966
TIC318649597,0.926883
TIC121078334,0.9285757
TIC379865347,0.9328606
TIC315120782,0.9337639
TIC430677414,0.934925
TIC287085893,0.9350152
TIC455790537,0.9350886
TIC357685999,0.9368597
TIC201293780,0.9377426
TIC336767770,0.9398177
TIC100100827,0.9414549
TIC245527958,0.9415949
TIC100100829,0.9419795
TIC21827849,0.9426368
TIC301405723,0.9427072
TIC273885188,0.9427823
TIC152377056,0.943262
TIC437241830,0.9442651
TIC298734307,0.9442714
TIC44623916,0.9447294
TIC140804999,0.9449783
TIC415969184,0.9475646
TIC262465161,0.9509325
TIC290035575,0.9523769
TIC28304399,0.9526907
TIC118200081,0.9529892
TIC410187905,0.953676
TIC261105201,0.95557
TIC417728463,0.9557966
TIC198109209,0.9582095
TIC120626764,0.9612907
TIC169815918,0.9628206
TIC193822785,0.9667583
TIC236445129,0.9690269
TIC28391714,0.9715449
TIC299091036,0.9720554
TIC428444188,0.9732728
TIC41170667,0.9740942
TIC264508409,0.9744478
TIC302457456,0.9751629
TIC137551461,0.9790534
TIC63451547,0.9791375
TIC322650462,0.9792734
TIC155884449,0.9797213
TIC155884454,0.9797834
TIC220474209,0.9801495
TIC312060302,0.9804999
TIC361388647,0.9815337
TIC459173473,0.9850258
TIC412638697,0.9859108
TIC91448148,0.9863543
TIC146601318,0.9869836
TIC146601322,0.986995
TIC384534266,0.9877761
TIC405387285,0.9879181
TIC36594985,0.9879676
TIC245950209,0.9931781
TIC7849727,0.993305
TIC312102715,0.9936833
TIC420962954,0.9970006
TIC270615728,0.9982151
TIC470937126,1.0005506
TIC358908226,1.0005991
TIC67719432,1.0017063
TIC403757320,1.0025046
TIC399822840,1.0025595
TIC283698250,1.0036573
TIC307488085,1.0045161
TIC168809669,1.004711
TIC181341926,1.0054508
TIC16485009,1.0056497
TIC339666028,1.0070898
TIC7418947,1.007808
TIC453431591,1.0098978
TIC330829235,1.0117969
TIC380784511,1.0138363
TIC153987857,1.0141966
TIC158579379,1.0144775
TIC98828631,1.0156881
TIC410276444,1.0166611
TIC145116411,1.0188601
TIC452786194,1.0198892
TIC41431247,1.0199009
TIC396486931,1.0237881
TIC413746112,1.0242898
TIC240764987,1.0272832
TIC421361060,1.0289448
TIC139378835,1.029524
TIC350132371,1.0318392
TIC219882262,1.032726
TIC46313508,1.0328804
TIC274762761,1.0333694
TIC320947341,1.033452
TIC68032870,1.0335323
TIC304458680,1.0387194
TIC63941711,1.0387453
TIC181150051,1.0401227
TIC177175199,1.0404134
TIC349832824,1.0407309
TIC326815804,1.0428095
TIC199716496,1.0458364
TIC275575030,1.045879
TIC101719607,1.0461329
TIC418295363,1.0468808
TIC165186801,1.0495707
TIC76658755,1.0498694
TIC26432264,1.0500526
TIC318937509,1.0505729
TIC276914715,1.052049
TIC428942240,1.0521955
TIC294206429,1.0550702
TIC343661464,1.0554091
TIC352718668,1.0560424
TIC453097744,1.0572138
TIC251858265,1.0572148
TIC121595243,1.0575909
TIC5969274,1.0579672
TIC142080812,1.0580716
TIC238872494,1.0589856
TIC172421004,1.0626485
TIC279224984,1.0642167
TIC122070918,1.0648122
TIC234211934,1.0649345
TIC359987981,1.0655783
TIC278861826,1.0676262
TIC47762157,1.0690084
TIC308828048,1.0692161
TIC12824209,1.0711624
TIC35009375,1.0713401
TIC356701798,1.0725533
TIC159723646,1.0731048
TIC408351887,1.0731803
TIC273574141,1.0756491
TIC467574373,1.0768276
TIC245863693,1.077403
TIC68032616,1.0780698
TIC200440270,1.0788761
TIC279323859,1.0799812
TIC158582802,1.0800929
TIC158582801,1.0801048
TIC260124760,1.0802768
TIC219699532,1.0810901
TIC53178352,1.0813531
TIC143350972,1.081762
TIC89787778,1.0826341
TIC279918206,1.0837379
TIC119327278,1.0845944
TIC32551761,1.0850104
TIC296012680,1.0867381
TIC146522930,1.0876046
TIC467294853,1.0881088
TIC290044434,1.0891498
TIC87260967,1.0905536
TIC86396382,1.0913529
TIC178168644,1.0926557
TIC370960295,1.0940821
TIC149473467,1.0948857
TIC47380518,1.0953775
TIC315060984,1.095509
TIC48372732,1.0955633
TIC243475355,1.0957854
TIC277565268,1.0960589
TIC129913061,1.0962675
TIC229476285,1.0964623
TIC342782002,1.0971318
TIC400445441,1.0976885
TIC399814051,1.102438
TIC106309554,1.1031609
TIC143669444,1.1038823
TIC341550561,1.1057183
TIC63328020,1.1057442
TIC234284556,1.1066197
TIC233731070,1.1072299
TIC160603897,1.1100952
TIC273778807,1.1109005
TIC38586438,1.1112853
TIC326356701,1.1121569
TIC262173985,1.1127725
TIC60655023,1.1156523
TIC441608578,1.1157777
TIC112401201,1.1157894
TIC8677671,1.1159766
TIC150187916,1.1162148
TIC219865181,1.1178055
TIC104975120,1.1197175
TIC149160359,1.1207351
TIC180724703,1.1226132
TIC198410480,1.1233451
TIC93997745,1.124485
TIC263930790,1.1247811
TIC366786599,1.1317802
TIC253715855,1.1320096
TIC139252264,1.1325693
TIC180730928,1.1349354
TIC266735682,1.1352356
TIC409319605,1.1359601
TIC52280468,1.1365198
TIC376971463,1.1374875
TIC77209028,1.1377695
TIC461318755,1.1404707
TIC143171265,1.1411026
TIC142929481,1.1467361
TIC261677352,1.1467472
TIC391906858,1.1471897
TIC409527600,1.1483467
TIC323442776,1.1493927
TIC67186251,1.1494576
TIC123405765,1.1497091
TIC458859193,1.149914
TIC413024324,1.1511769
TIC353962058,1.1516198
TIC312111256,1.1518696
TIC247205466,1.1528047
TIC53993965,1.1538562
TIC356524567,1.153964
TIC262614966,1.1545645
TIC85031598,1.1549206
TIC265489698,1.1554696
TIC450798369,1.1585309
TIC416264037,1.159962
TIC138098461,1.1600306
TIC310994603,1.1611667
TIC352979549,1.1619751
TIC471013508,1.1625863
TIC469979014,1.1625978
TIC252096958,1.1642311
TIC138543573,1.1646797
TIC179238861,1.1654195
TIC271864083,1.1661516
TIC461660512,1.1662118
TIC138910382,1.1663118
TIC277373390,1.1678694
TIC265579763,1.167942
TIC139061135,1.1682788
TIC350622185,1.1685719
TIC273583841,1.169539
TIC88589037,1.1716656
TIC172431974,1.1722583
TIC355792204,1.1729557
TIC420448703,1.1733724
TIC188989177,1.1741025
TIC299443090,1.174586
TIC448852739,1.1746333
TIC151516273,1.1780815
TIC274700641,1.1813646
TIC116163356,1.1814961
TIC253844234,1.182335
TIC256640207,1.1833653
TIC424008045,1.1836626
TIC12790306,1.1847291
TIC321312438,1.1847683
TIC235718636,1.1888538
TIC1230647,1.1897403
TIC11286209,1.1909336
TIC94257578,1.1911554
TIC377307592,1.1928601
TIC388128308,1.1939728
TIC224308601,1.1949629
TIC302771290,1.1952389
TIC219423316,1.1968783
TIC338465029,1.1981517
TIC274509791,1.1988499
TIC349156098,1.2014857
TIC459293335,1.2092164
TIC159871619,1.2099549
TIC6400274,1.211232
TIC417765877,1.2113146
TIC350443417,1.2167214
TIC71612483,1.2168732
TIC284364590,1.2174657
TIC432549364,1.2175103
TIC270698296,1.2193384
TIC129979528,1.220106
TIC407515765,1.2203942
TIC350030939,1.2209606
TIC11119600,1.2211942
TIC358335586,1.2212853
TIC38023570,1.2215651
TIC269238622,1.2216006
TIC318217844,1.2222939
TIC164752991,1.2224224
TIC359308549,1.2227943
TIC457427613,1.2228117
TIC207528978,1.2232834
TIC182776916,1.2262887
TIC270507305,1.2282336
TIC406947878,1.2313642
TIC278076037,1.2337008
TIC144462697,1.2340071
TIC124642273,1.2341048
TIC138578906,1.2347531
TIC232063593,1.2349865
TIC344376832,1.2358008
TIC189414606,1.2366986
TIC219984354,1.2382039
TIC372759279,1.2383845
TIC309257814,1.2383848
TIC305386053,1.242012
TIC284925600,1.2457081
TIC353650675,1.2461864
TIC4957914,1.2463608
TIC368180294,1.247223
TIC207004093,1.2475564
TIC430263572,1.2482139
TIC376963666,1.2490919
TIC269829384,1.2498031
TIC164784457,1.2503663
TIC316660881,1.2506842
TIC232634196,1.251103
TIC101497151,1.2520502
TIC344456744,1.2523912
TIC7851729,1.2526446
TIC30450412,1.2538431
TIC293081694,1.2561019
TIC349970685,1.2567058
TIC67707406,1.2568011
TIC41896812,1.2608353
TIC268305489,1.2621621
TIC12158853,1.2623791
TIC24194061,1.2624534
TIC293109489,1.2650517
TIC218795833,1.2652253
TIC219338651,1.2658396
TIC450276745,1.266478
TIC199574211,1.2683879
TIC199574208,1.2683892
TIC28188795,1.2694135
TIC150390189,1.2694631
TIC243248327,1.2696081
TIC111267340,1.2703727
TIC160268882,1.2709971
TIC125497512,1.2731167
TIC445287089,1.2737135
TIC441602378,1.2745998
TIC286380389,1.2752055
TIC211116547,1.2769701
TIC449650980,1.2783847
TIC101845679,1.2811036
TIC402918064,1.2811614
TIC302995864,1.2814346
TIC271596290,1.282475
TIC405391996,1.2854909
TIC121048789,1.288246
TIC209313886,1.2912873
TIC136732283,1.2918663
TIC193831684,1.2933235
TIC47402214,1.293387
TIC306578324,1.2947789
TIC287669537,1.2950907
TIC350987976,1.2975694
TIC121022559,1.297756
TIC100099031,1.2981369
TIC313294818,1.2988199
TIC125115082,1.3010635
TIC207394908,1.3010871
TIC178242590,1.3019741
TIC4247738,1.3022557
TIC170255099,1.3032304
TIC374859582,1.3049652
TIC459252372,1.3054555
TIC193774939,1.3057478
TIC354437781,1.308885
TIC393672471,1.3114508
TIC381011161,1.3125371
TIC123042728,1.3128307
TIC39643723,1.3131123
TIC159105847,1.3147148
TIC272622914,1.3156583
TIC420581415,1.3157195
TIC234874474,1.3159894
TIC261746657,1.3169859
TIC444062991,1.3176742
TIC61120063,1.3195968
TIC29053989,1.3230918
TIC337470211,1.3238004
TIC269762258,1.3245939
TIC373693175,1.3275163
TIC358613523,1.3283366
TIC257737073,1.330149
TIC177823340,1.3318801
TIC271547896,1.3325398
TIC451282261,1.3330077
TIC267703012,1.3344937
TIC126945917,1.3410547
TIC157376469,1.3412056
TIC364302118,1.3453456
TIC201747686,1.3456287
TIC272467271,1.3475265
TIC50380257,1.3482851
TIC119058688,1.3483333
TIC232632890,1.3492615
TIC458808688,1.3509634
TIC469970988,1.3520399
TIC138756003,1.3526452
TIC158450472,1.3530058
TIC354023414,1.3532158
TIC138888894,1.3535876
TIC38462522,1.3570883
TIC403037785,1.3573219
TIC155894704,1.3574343
TIC436243444,1.3584399
TIC284050381,1.3590618
TIC176797815,1.3597945
TIC1129033,1.3600996
TIC430846854,1.3601153
TIC308751185,1.3616205
TIC201176965,1.3640185
TIC434893323,1.3645751
TIC207511576,1.3680135
TIC160065970,1.3681857
TIC231828370,1.3720167
TIC428795527,1.3737496
TIC233635280,1.3742054
TIC364395234,1.3757531
TIC359631418,1.3761485
TIC306773020,1.3773899
TIC240178198,1.3826032
TIC22937402,1.3826827
TIC58540876,1.3835269
TIC455732776,1.3850806
TIC164461124,1.3862532
TIC77031414,1.3866544
TIC77031413,1.3866799
TIC142409400,1.386915
TIC158113583,1.3872088
TIC317642317,1.3872943
TIC427240420,1.3884254
TIC289801742,1.3896275
TIC458474559,1.3905824
TIC401227592,1.3990757
TIC158272742,1.4009849
TIC160085375,1.4029856
TIC343326909,1.4075811
TIC150388753,1.4135516
TIC338159479,1.4143483
TIC33862174,1.4145298
TIC380117288,1.4177203
TIC272944291,1.4186942
TIC229585356,1.4195973
TIC268772301,1.4214705
TIC42991745,1.4218117
TIC367106469,1.4228472
TIC172036040,1.4252801
TIC178857934,1.4265941
TIC277848666,1.4276145
TIC50849800,1.4283347
TIC157889314,1.4327737
TIC142177867,1.4352892
TIC354926863,1.4366316
TIC316582319,1.4372009
TIC78151317,1.4391229
TIC33715938,1.4392968
TIC169573910,1.4398097
TIC199688472,1.4412123
TIC290003896,1.4430769
TIC7211118,1.4462609
TIC338104678,1.4466495
TIC286566392,1.4467198
TIC229675762,1.4471416
TIC269562415,1.4545105
TIC355357949,1.4604273
TIC284892951,1.4609218
TIC313142195,1.4614588
TIC67688552,1.4621434
TIC178051504,1.4631077
TIC1045298,1.4634139
TIC229804573,1.4640938
TIC299702740,1.4652035
TIC232985036,1.4656068
TIC390651552,1.467189
TIC266845051,1.4697047
TIC63785934,1.4701245
TIC250386181,1.4703473
TIC407165509,1.4712922
TIC371480725,1.4716278
TIC85600400,1.4726271
TIC326630342,1.4734376
TIC349642881,1.4735083
TIC470314334,1.474674
TIC426803687,1.4749376
TIC173424364,1.4790434
TIC388602832,1.4790633
TIC16740101,1.4811061
TIC336267424,1.4821917
TIC456260162,1.4823328
TIC50897998,1.4853749
TIC267805178,1.4863702
TIC139841210,1.4890015
TIC170729895,1.4907993
TIC32150630,1.4920361
TIC436869712,1.4937971
TIC278784173,1.4948338
TIC360824561,1.4952488
TIC254039358,1.4956248
TIC377055044,1.4956561
TIC410522328,1.4957895
TIC319606464,1.4960875
TIC285161229,1.4976793
TIC298421458,1.4993827
TIC291572619,1.4998328
TIC136879755,1.5015498
TIC138971570,1.5018739
TIC346599599,1.5022776
TIC212344482,1.5050701
TIC423220124,1.5051152
TIC11793277,1.5069611
TIC97486585,1.5086417
TIC393344055,1.509342
TIC120251815,1.5102144
TIC450104319,1.5105708
TIC233006806,1.5112536
TIC406631696,1.5120523
TIC401626459,1.5129236
TIC273173532,1.5130931
TIC280738935,1.5132067
TIC41561453,1.513786
TIC176406202,1.5144824
TIC467062613,1.516281
TIC243391171,1.5169916
TIC243391162,1.5171517
TIC233576872,1.5178214
TIC308225941,1.5194621
TIC122446076,1.5194849
TIC146712645,1.521464
TIC27843942,1.5218739
TIC116890331,1.5225427
TIC47175622,1.5233777
TIC206537129,1.5255228
TIC295804815,1.528515
TIC288979840,1.5286973
TIC202291965,1.529739
TIC158979332,1.5321936
TIC322493523,1.5323477
TIC95778110,1.5324408
TIC263968694,1.5325047
TIC32932888,1.5338696
TIC260058315,1.5340805
TIC468958374,1.5351063
TIC468958384,1.5351684
TIC196920546,1.5360575
TIC299906906,1.536928
TIC13349647,1.5370594
TIC246745789,1.5370723
TIC436802660,1.5378205
TIC103743317,1.5396688
TIC121020626,1.5403936
TIC343667351,1.5422069
TIC305832152,1.5430462
TIC202299805,1.545686
TIC302038263,1.5472603
TIC179966966,1.5481001
TIC440788366,1.5482769
TIC388436487,1.5491348
TIC231972938,1.5508496
TIC248403190,1.5509572
TIC312471472,1.5519276
TIC436168322,1.5520028
TIC349790953,1.5520821
TIC310556491,1.5553632
TIC176752680,1.5574461
TIC9945183,1.5575895
TIC272609309,1.5592014
TIC142148228,1.5612094
TIC349480507,1.5620192
TIC307610438,1.5623674
TIC193136669,1.5660057
TIC143022688,1.5661604
TIC434479378,1.5663355
TIC143959183,1.56854
TIC39074755,1.5689732
TIC287151976,1.5709936
TIC270665642,1.5745708
TIC150101799,1.577227
TIC63818344,1.577272
TIC139128537,1.578059
TIC13351941,1.5806087
TIC284660677,1.5806939
TIC355151781,1.5807272
TIC199549116,1.5859642
TIC364398410,1.5874946
TIC273042299,1.5883099
TIC204497617,1.589172
TIC304071827,1.5916127
TIC294191640,1.5939127
TIC49677785,1.5942503
TIC190332444,1.5945732
TIC381948745,1.5957514
TIC361993750,1.5991689
TIC51325134,1.5996147
TIC30540538,1.599844
TIC233282561,1.6027527
TIC239004471,1.6042842
TIC331221558,1.6046597
TIC29684896,1.6053784
TIC397048159,1.6054836
TIC336296852,1.6089124
TIC125267683,1.6102295
TIC239291500,1.6130338
TIC310516902,1.6136022
TIC173710176,1.6188466
TIC9380768,1.6222184
TIC92320552,1.6225021
TIC79565128,1.6231744
TIC239104484,1.6252972
TIC278068108,1.6259226
TIC280667311,1.627885
TIC233460141,1.6279794
TIC389476160,1.6287089
TIC243662768,1.628796
TIC469857617,1.6304856
TIC396615018,1.6312488
TIC370101492,1.6318813
TIC25226885,1.6320461
TIC56777828,1.6322573
TIC128886984,1.6339861
TIC231840927,1.6357575
TIC271701447,1.6388205
TIC73884611,1.6400715
TIC250453538,1.6405828
TIC120362128,1.6439225
TIC381854774,1.6445293
TIC272781956,1.6504237
TIC1003831,1.651149
TIC13062255,1.651213
TIC395429348,1.6513533
TIC400621146,1.6514433
TIC66573768,1.653169
TIC295802147,1.6537537
TIC340110295,1.6544428
TIC273501820,1.6554549
TIC158728853,1.6564461
TIC148656659,1.6566498
TIC113565705,1.6583723
TIC233546272,1.6591378
TIC333057755,1.6609344
TIC415434817,1.6622143
TIC140066660,1.6642292
TIC442918617,1.6642507
TIC298372701,1.6642684
TIC349059354,1.6646631
TIC438490744,1.666112
TIC14617089,1.6689463
TIC358232450,1.6697714
TIC323292655,1.6698839
TIC52641430,1.6700757
TIC52641431,1.6712974
TIC260131665,1.6725346
TIC90616971,1.6736565
TIC268610013,1.6796617
TIC188512866,1.68149
TIC237277760,1.6820057
TIC15445551,1.6827917
TIC15445546,1.6827975
TIC469441650,1.6835965
TIC116853937,1.6866367
TIC366517337,1.6886433
TIC255350388,1.6905379
TIC456905229,1.6928824
TIC55652785,1.6941403
TIC40288117,1.6948229
TIC328866871,1.6963664
TIC328350926,1.6981403
TIC231921891,1.6992714
TIC252140076,1.7008985
TIC211215485,1.7015012
TIC137975907,1.7032721
TIC33912852,1.7050008
TIC438942374,1.709134
TIC341679932,1.7099865
TIC369370898,1.7104489
TIC303843296,1.7117262
TIC316769815,1.712204
TIC171419257,1.7138027
TIC121420805,1.7168857
TIC174266604,1.7174984
TIC256640561,1.7202707
TIC364392434,1.721769
TIC159298033,1.724836
TIC22766107,1.7262794
TIC140346195,1.7290744
TIC163648025,1.7301722
TIC141148940,1.7303098
TIC159220329,1.7304031
TIC309627556,1.7366624
TIC149470723,1.7368043
TIC77139245,1.7371057
TIC393639812,1.7381397
TIC149030418,1.7402013
TIC279509403,1.7402138
TIC164674435,1.7418186
TIC214299836,1.7424607
TIC388196465,1.7427351
TIC25156751,1.7431151
TIC265767012,1.7435304
TIC244250449,1.7460727
TIC243642384,1.7468124
TIC268221892,1.7496593
TIC315287999,1.7504712
TIC173756330,1.7534658
TIC263635510,1.7537727
TIC72839144,1.7556962
TIC84070123,1.7563202
TIC220359766,1.7598716
TIC198366673,1.7599204
TIC21319374,1.7609748
TIC178723395,1.7615731
TIC115275539,1.7630617
TIC354119540,1.7634653
TIC26533207,1.7655668
TIC297647356,1.7656247
TIC381856446,1.7690585
TIC377506471,1.7747462
TIC102643159,1.7769154
TIC193867475,1.7771916
TIC431555426,1.7786393
TIC219912046,1.7797694
TIC156241056,1.7801492
TIC283390331,1.7802353
TIC337094559,1.7808158
TIC303264387,1.7811271
TIC67949277,1.785531
TIC79225651,1.785578
TIC244163413,1.7880458
TIC116374184,1.7889812
TIC100029948,2.7775647
TIC100508429,3.2180802
TIC101302325,2.1980121
TIC101767283,1.8759542
TIC102691227,2.4197641
TIC103683084,3.0569948
TIC104743460,3.193325
TIC104909909,2.5737914
TIC106403786,2.1954573
TIC107012110,3.0311832
TIC10756751,3.4885322
TIC10838695,2.3061233
TIC110981024,1.9793094
TIC11113164,2.8391805
TIC113501026,3.268932
TIC11480287,2.3168078
TIC115244268,2.0089279
TIC115481900,3.3060948
TIC11561667,3.0876595
TIC115980439,2.3077775
TIC116161302,2.5320807
TIC116417661,2.2776724
TIC116991977,1.9008884
TIC117099990,3.1960683
TIC117101700,2.7385669
TIC117175528,2.2541549
TIC117234769,2.0575137
TIC117544915,2.968452
TIC117879940,2.261994
TIC117979897,3.3106801
TIC119461266,2.9462458
TIC120258315,2.9115348
TIC120315082,2.873597
TIC120414806,2.553051
TIC120610833,3.1261267
TIC120684604,2.189082
TIC120826084,3.3021605
TIC121119758,2.302614
TIC121273032,3.4755735
TIC121455954,3.5148061
TIC121457732,1.9666235
TIC121598562,3.3488462
TIC122104276,3.5427169
TIC122224804,2.9764739
TIC122303843,2.1001474
TIC122304494,2.9216405
TIC122375269,1.8912424
TIC122682776,2.8579768
TIC123201406,2.4064013
TIC124033255,3.3673406
TIC124199788,2.3521756
TIC12529950,2.4004337
TIC125442121,3.0183503
TIC125857387,2.494762
TIC12673900,1.9102172
TIC126944775,2.6958895
TIC127955334,3.0825801
TIC128790976,3.5187572
TIC128902999,3.3791588
TIC128927088,1.8822251
TIC128927089,1.8823806
TIC129116176,2.017322
TIC12915124,3.1642751
TIC129764561,2.4348772
TIC130158361,2.850038
TIC130158363,2.849848
TIC131625230,2.2134409
TIC132448273,2.2550488
TIC136317809,2.7913652
TIC136995510,2.7539308
TIC137136194,3.1306539
TIC137205922,3.3001413
TIC137501278,2.1353895
TIC137503140,2.9355373
TIC138017750,2.4765255
TIC138136997,2.3343622
TIC13840107,2.766084
TIC138505004,2.2992573
TIC138650903,2.5274296
TIC138726174,3.5077253
TIC138893145,1.8753441
TIC139256217,2.1992267
TIC139419658,1.8467987
TIC13968858,3.4855938
TIC139701741,2.6303776
TIC13976604,3.2053727
TIC140209204,2.7520682
TIC140288359,2.7661331
TIC140691463,2.0845385
TIC14081980,2.9191488
TIC141127435,3.2422209
TIC141622065,2.9279902
TIC141943694,1.8345625
TIC14207118,2.7046116
TIC142154041,2.9486974
TIC142441910,2.8796587
TIC142742998,3.0962043
TIC142852841,3.4208469
TIC142875987,2.4719288
TIC143234741,1.9178734
TIC143924219,2.8201001
TIC144167463,2.1466378
TIC144336221,1.9711675
TIC144700903,2.3237787
TIC144804862,2.3848496
TIC1449640,3.5017948
TIC146344020,2.493918
TIC146559015,2.6403709
TIC146761368,1.835438
TIC146879345,3.013558
TIC147026702,2.0728219
TIC147201138,1.8805348
TIC147214032,2.4877086
TIC147576476,2.2195336
TIC147950620,2.3106307
TIC147975720,2.8502226
TIC148158540,1.8495522
TIC148392309,2.7915561
TIC14844585,1.8630983
TIC148544875,3.4879971
TIC148781497,2.5399053
TIC149010208,3.4372911
TIC14948284,2.7036866
TIC149629043,2.1881105
TIC150101472,3.2785242
TIC150101476,3.2785754
TIC150284425,3.0044462
TIC150326668,2.9578471
TIC150357064,2.9787011
TIC150361911,2.4938523
TIC150442264,2.9816876
TIC150443185,2.5936476
TIC151826930,2.6952751
TIC153166843,1.9316637
TIC153709888,2.1663476
TIC153891668,2.2268301
TIC155479809,2.6989309
TIC155813907,2.2432062
TIC156067195,3.5500014
TIC156074324,2.9351862
TIC156091346,2.3154933
TIC156215585,2.9597294
TIC156577475,3.1257385
TIC156758188,2.0973245
TIC157273362,1.9999011
TIC157751050,2.5798993
TIC157754133,2.295572
TIC157770450,3.289459
TIC157968186,2.0688135
TIC158016784,3.1980519
TIC158324245,3.5271651
TIC158329676,3.0672444
TIC158635832,1.9855808
TIC158660631,2.1781296
TIC158988347,2.496258
TIC159638876,2.3988603
TIC160036449,1.8931745
TIC160228595,2.0922296
TIC160484494,2.8601083
TIC160585813,2.7638181
TIC160697480,2.9844975
TIC161840630,2.1303265
TIC161988269,2.513944
TIC164527723,2.7398679
TIC164557531,2.6963007
TIC164558055,2.427002
TIC164558072,2.427493
TIC164674992,2.2139641
TIC164677806,2.2236991
TIC165148663,1.9614239
TIC165307617,2.4315122
TIC165310952,1.8052185
TIC165453878,2.7076214
TIC165531514,3.1055072
TIC16596302,2.546673
TIC166074503,2.3288589
TIC166624433,2.4827232
