target,period
TIC166833457,2.9626499
TIC166874908,2.1893105
TIC16700335,2.8700507
TIC167086201,2.1964144
TIC167570131,2.6395686
TIC167656297,2.2656055
TIC167792080,3.2532219
TIC168384614,2.2676988
TIC169168102,2.4996012
TIC169443390,2.247489
TIC169770571,1.8461945
TIC170102285,2.9444214
TIC170637811,3.0643486
TIC171970567,1.9213507
TIC172171873,2.525087
TIC172193428,2.9412329
TIC172464366,2.9215537
TIC172517058,2.4365191
TIC17299918,2.0280582
TIC173419202,1.8758068
TIC173521768,2.7650763
TIC17451194,2.9784
TIC174949325,2.2407828
TIC175405906,2.012949
TIC176910080,1.8573592
TIC177118177,2.5041961
TIC177417406,1.9575805
TIC177631209,2.1442081
TIC177723489,2.1989146
TIC177995472,2.7543229
TIC178284729,2.2359849
TIC178284730,2.2359828
TIC178889597,1.884499
TIC178996712,2.9822422
TIC179308939,1.8838938
TIC179440289,2.0522958
TIC179637488,3.2969808
TIC180416826,2.1895269
TIC180670276,2.3444761
TIC180770456,2.8813735
TIC181226974,1.9353781
TIC181233908,2.7975315
TIC181463644,2.7273558
TIC181862539,3.1445398
TIC18225199,1.8827519
TIC183469904,3.5114994
TIC183979262,3.4308011
TIC184246521,2.4702848
TIC184679932,2.1725511
TIC184947995,3.4792304
TIC185805011,2.0052089
TIC185980914,3.4915999
TIC189349514,2.5142319
TIC189639080,3.1337762
TIC189814368,2.7923441
TIC190885165,3.2975355
TIC191926695,1.9350003
TIC192087959,2.4768652
TIC192587088,2.4054872
TIC19271382,2.5883459
TIC192826603,2.6473106
TIC193271278,2.1742728
TIC193391232,3.4510694
TIC194303300,2.5019697
TIC194736844,3.0408347
TIC196740034,1.8276701
TIC196776171,2.4259113
TIC197587400,2.4776908
TIC197755658,3.1586975
TIC197757000,2.2065214
TIC197931263,2.5185892
TIC198011271,1.9335604
TIC198181552,2.8224469
TIC198382308,2.3112289
TIC199420503,2.3858567
TIC199662929,2.2935708
TIC199709055,3.0546291
TIC199978301,3.2947265
TIC200440175,1.8260039
TIC201497357,2.8721398
TIC201693184,3.0836984
TIC20176492,2.2213018
TIC202088205,3.3740134
TIC2020964,2.9423359
TIC202134374,3.0378023
TIC202442974,2.738921
TIC202442982,2.7387205
TIC202445608,3.3692498
TIC202490797,3.3924643
TIC203387944,3.3108416
TIC206462116,2.9674214
TIC206556127,2.2110155
TIC207200487,2.5043927
TIC207693951,2.7164452
TIC20876588,3.1497806
TIC211170874,1.8040897
TIC21126323,1.8416171
TIC21175869,2.7393993
TIC213514265,2.3277105
TIC214299966,3.0671767
TIC215336287,2.5922851
TIC215403644,2.1963465
TIC216190934,2.6749712
TIC216728030,3.1972282
TIC218821972,3.5378793
TIC219164808,3.3546037
TIC219187649,2.1540775
TIC219201178,2.416991
TIC219222201,2.3832589
TIC219308281,2.8573698
TIC219328784,1.9681031
TIC219780464,2.0008691
TIC219927211,2.6933066
TIC220029715,3.1874984
TIC220042007,1.8381161
TIC220082557,2.2570772
TIC220315592,1.9711998
TIC220318793,2.7760941
TIC220420534,1.8360895
TIC220430912,2.0326671
TIC220435095,3.4230917
TIC220569051,2.778273
TIC22120766,2.496703
TIC222173967,2.013641
TIC22221233,1.8623447
TIC2234723,2.462069
TIC224303753,2.1772311
TIC22590328,2.7375935
TIC22843856,1.8497231
TIC229115650,2.2594714
TIC229740848,3.0859294
TIC229910746,2.5063335
TIC230016502,2.9604932
TIC230050959,2.2344936
TIC230069712,1.9674069
TIC230530979,2.8220198
TIC231061733,2.3982071
TIC231093356,3.4703404
TIC231205049,3.0970887
TIC231822771,2.0147971
TIC231860752,1.9597412
TIC231973885,2.8946583
TIC232572560,2.2695484
TIC232617358,2.2293293
TIC233193944,2.5055407
TIC233195058,2.6793155
TIC23328912,2.5640164
TIC233531814,2.7040556
TIC233532554,2.8312777
TIC233720276,2.1983907
TIC234494090,1.9452414
TIC234840976,2.4085455
TIC235073057,3.4891943
TIC2353789,1.8717
TIC236046394,2.9962602
TIC236714379,2.0359839
TIC237069277,2.9003466
TIC237116051,2.4629429
TIC237234024,1.8959765
TIC237332597,2.9274303
TIC237342298,2.6920849
TIC238162238,2.4374384
TIC238742795,2.7989601
TIC239022536,1.9311072
TIC239052494,3.0814946
TIC239262664,2.0214744
TIC239673325,2.5408989
TIC24004619,2.9160743
TIC240947891,2.4947746
TIC241013310,2.1448943
TIC241017747,2.3293971
TIC241532550,2.0572216
TIC242149417,1.8200771
TIC242323067,2.0454899
TIC243192504,2.2871298
TIC243643549,1.7922626
TIC244208023,1.8227783
TIC244252435,1.8871288
TIC24522770,2.1313403
TIC24588623,2.7402142
TIC251087387,3.0249036
TIC25155310,3.288791
TIC25188036,3.3928521
TIC253749178,1.8376667
TIC25375553,2.3109655
TIC253922296,3.141546
TIC253928535,2.249268
TIC254045302,2.8888736
TIC255319384,2.2965187
TIC255513991,2.1983926
TIC255565860,2.2059179
TIC255744818,3.0472948
TIC255802749,2.3977691
TIC257567854,3.5334303
TIC257648522,2.6947299
TIC258271315,2.6436389
TIC25858367,2.2744901
TIC259006174,1.939628
TIC259006185,1.9396542
TIC259126645,3.261302
TIC259470701,2.5430268
TIC2595273,2.1129222
TIC259671983,1.8737817
TIC259675295,2.2322261
TIC260003467,2.6044827
TIC260161144,2.2341666
TIC260756218,1.9563636
TIC261138857,1.8415276
TIC262020326,3.2139293
TIC262412046,2.0433617
TIC262530873,2.240628
TIC262958558,3.5360981
TIC263078716,2.911017
TIC264540478,2.5263921
TIC264594193,2.2289026
TIC265274458,2.9979151
TIC265353588,2.2270091
TIC26543048,2.0051206
TIC265435357,2.8775044
TIC265591866,2.2807588
TIC266958963,2.3628171
TIC266958963_2,2.3639261
TIC266996791,2.1238668
TIC267803830,3.3847696
TIC267990226,3.2819533
TIC268289462,3.5050448
TIC268383780,2.618377
TIC268387175,2.1639195
TIC268404844,3.1609021
TIC268944966,2.3911612
TIC269078565,2.4555486
TIC269609504,1.8589227
TIC269696430,2.9787944
TIC269696438,2.9789099
TIC26993764,1.8842931
TIC270204401,2.2381574
TIC270348090,2.8194632
TIC270371961,2.3681891
TIC270616815,3.0447351
TIC270622440,2.44506
TIC270622446,2.4450689
TIC270704947,2.6598094
TIC271225404,2.1194569
TIC271529113,2.3373656
TIC271799457,1.9084725
TIC272489100,1.7905209
TIC272532173,3.2739721
TIC272539879,2.1420485
TIC272598447,2.7770349
TIC272672133,3.4939021
TIC273372402,2.2488952
TIC273373712,3.4039084
TIC273566363,2.4039943
TIC273594336,2.0436414
TIC273629437,3.1463303
TIC273782052,2.5790678
TIC273792220,1.9879087
TIC273874851,2.0451585
TIC275083922,2.9241644
TIC275367529,2.5798079
TIC275423476,2.9289407
TIC275658545,2.9846113
TIC276119305,2.5784859
TIC276162169,2.5500664
TIC276315375,2.0486948
TIC276458481,2.2544606
TIC27654882,2.231301
TIC277069829,2.0260091
TIC277473207,2.5285319
TIC27767184,3.5129573
TIC277712294,2.892281
TIC278296621,2.500483
TIC278413303,1.842653
TIC278866211,2.1940517
TIC279081935,2.8568997
TIC279089927,1.9059241
TIC279204281,2.3741383
TIC279314488,1.8325567
TIC279605117,2.5779104
TIC279692257,2.6168348
TIC280052690,2.8504361
TIC280321964,2.1733723
TIC280626089,2.8054245
TIC280685089,3.385219
TIC280909668,1.9379919
TIC281114303,2.9657396
TIC281486906,3.462772
TIC281494100,2.3073972
TIC28157482,3.2817358
TIC282051803,2.4636031
TIC282270717,2.7405123
TIC282925798,2.4440191
TIC283308831,3.0336765
TIC283476365,2.6647007
TIC283677584,1.8592369
TIC283939331,3.5200155
TIC284457791,2.3588246
TIC28449295,2.3779664
TIC284595199,3.4727638
TIC285339013,1.9163685
TIC287328866,2.0767992
TIC287351976,1.9219583
TIC288434140,2.710042
TIC288471108,3.1325803
TIC288735205,3.477984
TIC288882010,2.5924356
TIC289379110,1.9487604
TIC289670788,1.9557549
TIC289722957,2.2183026
TIC291145873,3.2394062
TIC292115251,3.4926302
TIC293151358,2.3129764
TIC293954660,2.8136869
TIC294197236,1.9345402
TIC294200378,2.9855276
TIC294206967,2.7580575
TIC294261093,2.6583152
TIC295121410,2.890365
TIC296672022,3.4668153
TIC298264838,3.2259045
TIC298544913,2.1447041
TIC300141210,1.9272489
TIC300324638,2.6413906
TIC30034081,2.3446089
TIC300654002,2.7581426
TIC300932479,3.5085343
TIC301022235,1.8722211
TIC301407485,2.6641343
TIC301909087,2.2300403
TIC301956407,1.8312572
TIC30287190,3.1243419
TIC303255899,2.2714636
TIC303682287,2.1084547
TIC303909865,2.1266729
TIC304101379,3.2143602
TIC305466425,3.2910538
TIC305633328,2.5034441
TIC306272819,2.5461439
TIC306410072,2.3620345
TIC306576384,3.2146434
TIC306580215,3.499005
TIC306651396,2.7149973
TIC306723230,2.5257948
TIC306763456,1.8331199
TIC306981513,2.770777
TIC307016006,3.3066352
TIC307040154,3.3649953
TIC307304908,2.8278718
TIC307435285,1.9585345
TIC307490686,1.9587305
TIC307734817,2.1080173
TIC307907420,3.2985999
TIC307990280,2.3159117
TIC308091162,3.3545702
TIC30828562,3.1122867
TIC308404140,2.3758614
TIC30914235,3.0199529
TIC309528896,1.8956622
TIC309828087,2.5149574
TIC309908721,2.8338351
TIC310308203,2.694234
TIC311070085,2.3897097
TIC311128363,3.38741
TIC311188656,2.3947368
TIC311236477,3.1325011
TIC312230566,1.9506652
TIC312862941,1.8294976
TIC312865025,2.7349626
TIC313506357,3.0757557
TIC313934040,3.1467896
TIC314340550,3.3539505
TIC314527844,2.9479377
TIC314702305,2.929962
TIC314826949,2.0377413
TIC315002523,3.3023722
TIC31511621,2.629486
TIC316207527,3.0131225
TIC316317026,3.5507697
TIC316450573,2.4688767
TIC316783284,3.0442237
TIC316916655,2.8747759
TIC317191077,2.1917865
TIC317411334,2.8973082
TIC317674257,3.0569931
TIC31796120,1.9941899
TIC318067171,2.1805537
TIC318357083,3.2440114
TIC31850842,2.3198144
TIC318868368,1.8456244
TIC318887874,2.9746798
TIC318986273,3.1070197
TIC319467578,2.3650004
TIC319936861,2.090676
TIC32050581,3.1131466
TIC320855910,2.7546793
TIC322129367,2.7192976
TIC322549898,1.7944602
TIC322732889,2.9114714
TIC323968843,2.6995287
TIC324596129,2.3469244
TIC324675819,3.3029374
TIC325901255,3.0747273
TIC326149070,1.9514945
TIC32702481,1.8977979
TIC327121759,2.9898655
TIC327259175,2.1740913
TIC327583823,1.8125835
TIC327668243,3.0797938
TIC327785134,2.4786897
TIC327850372,3.2769861
TIC327996089,2.1739308
TIC328860378,2.167742
TIC329248002,3.108905
TIC329277372,2.8878569
TIC32959497,2.5034399
TIC330234754,2.7531605
TIC331947033,3.027673
TIC332488398,2.0835732
TIC33419790,2.0162719
TIC33521996,3.3252654
TIC33665328,2.0539339
TIC33689349,3.4978978
TIC338071673,3.3784202
TIC33834253,3.2320815
TIC339607421,2.4382283
TIC340100436,2.9382126
TIC341983711,2.5152406
TIC345710962,2.0865938
TIC346627403,3.0097297
TIC346783960,2.8661541
TIC347448707,2.1996271
TIC347545020,2.7807107
TIC347752831,2.164663
TIC347809861,1.811452
TIC348517784,2.1108714
TIC348555861,2.1609242
TIC348762908,2.0442294
TIC348770361,2.7684404
TIC349483495,1.9978092
TIC349797905,3.545013
TIC349835367,3.3408227
TIC350131674,2.6454301
TIC350190639,1.8672567
TIC350445771,3.1904288
TIC350738423,2.6160305
TIC350954272,3.3239802
TIC351297515,3.1462184
TIC352077081,2.5210242
TIC352762746,3.1422228
TIC352915304,3.4938605
TIC352964170,2.4004738
TIC353077789,1.8390292
TIC353129911,2.9718172
TIC353863850,2.1291808
TIC353871287,3.1756886
TIC353894978,3.3418257
TIC354385277,2.9459841
TIC354535363,1.7996637
TIC35481236,1.8434407
TIC355010562,3.2542737
TIC355703913,2.1061527
TIC356240274,2.3475876
TIC356473029,2.6153632
TIC356896550,1.9013188
TIC356896561,2.2533509
TIC356974629,1.9385441
TIC356974639,1.9386036
TIC357358259,2.4961588
TIC35743561,2.7207961
TIC35744583,2.0689326
TIC357719182,2.6225919
TIC357979050,2.3466216
TIC358018612,2.3328912
TIC358457398,2.2756668
TIC359042174,3.3954348
TIC359552377,3.4390835
TIC359618989,1.8746789
TIC359767082,3.0692448
TIC360571125,2.4624055
TIC363149298,3.1756342
TIC36352297,3.0179355
TIC363847487,2.4012395
TIC364186087,2.4523555
TIC364628248,1.9195885
TIC364964726,2.0604317
TIC365366508,1.9645947
TIC365962806,2.1613279
TIC366622912,3.1149197
TIC366972961,2.5127197
TIC367448265,1.8654176
TIC367691816,2.0201928
TIC368319105,2.7745752
TIC369362290,2.1123879
TIC369988687,2.406082
TIC370676773,1.7986396
TIC371165722,2.2499775
TIC372758722,1.9780973
TIC373128383,2.0868325
TIC373844472,1.8391274
TIC37435039,3.1985692
TIC375477302,3.0728583
TIC375506058,2.6501668
TIC375853985,2.3337045
TIC376067182,3.1777595
TIC376499580,2.8747738
TIC376891083,2.1417938
TIC376891085,2.1417938
TIC376915487,2.5395591
TIC377192658,1.817236
TIC377192659,1.8172398
TIC377192675,1.8183809
TIC377278259,2.5221183
TIC377390037,1.8044896
TIC378042585,3.261067
TIC37817410,2.6061393
TIC378395625,2.560754
TIC379783522,2.4500945
TIC380298140,1.7943809
TIC380618779,1.8120745
TIC381979901,3.2541357
TIC38215399,2.4335384
TIC382391899,1.9550953
TIC382474101,2.6519924
TIC383676981,2.0037757
TIC384812248,3.3653644
TIC385231167,2.3675168
TIC386262459,2.6672303
TIC38686737,2.2471308
TIC38699825,2.0846441
TIC387107961,2.7146603
TIC387356770,3.4765463
TIC387544749,2.8196171
TIC388244501,2.1187553
TIC388431706,3.4567713
TIC38846515,2.8493839
TIC388843945,2.209582
TIC38936062,1.8547426
TIC389510663,3.2082555
TIC389726435,2.0861822
TIC39011225,2.628162
TIC390408482,2.9268983
TIC39046291,1.8365858
TIC390549095,1.8695387
TIC39074957,2.0033852
TIC390996644,1.919436
TIC392068173,2.7895942
TIC393819751,2.0517787
TIC394272819,2.9881577
TIC394340319,3.0375069
TIC396134795,2.5885417
TIC396215041,2.830784
TIC396235258,2.6760858
TIC396573191,2.4941662
TIC396713719,2.0818251
TIC396903513,3.1686041
TIC397361078,2.2077215
TIC397679167,3.2490525
TIC398221405,2.1089351
TIC398363472,3.0580323
TIC39903672,3.0312219
TIC399181042,3.1442913
TIC399421408,2.0455544
TIC399664959,2.07753
TIC399864405,2.6188571
TIC400525177,1.8716307
TIC401869914,2.6082825
TIC40244907,3.3178238
TIC402918060,2.5622873
TIC404123632,3.3655398
TIC404156386,2.3444525
TIC406336313,2.033021
TIC406421379,2.0250078
TIC406758816,3.0633368
TIC407000096,2.2745951
TIC408474216,1.9319221
TIC408651394,2.0481308
TIC408651399,2.048089
TIC409455615,3.2192142
TIC409900613,2.2063796
TIC410154584,2.4969908
TIC410245402,3.0005282
TIC410354930,2.5994436
TIC410620593,1.9170458
TIC413162396,2.6729633
TIC413376180,2.7088407
TIC413738130,2.2008699
TIC414579577,2.0794196
TIC414807623,2.1191162
TIC415345299,3.1869225
TIC41536849,1.9144331
TIC415873588,3.4913476
TIC417175621,3.3327249
TIC417436387,1.9623359
TIC417705690,2.3636513
TIC417728778,3.4313492
TIC418221292,3.3955461
TIC418244848,3.4572043
TIC418292424,3.3637583
TIC418527327,2.0457806
TIC41870248,2.8261627
TIC418720347,1.8038465
TIC41998476,2.7809831
TIC420114772,3.2350644
TIC420114776,3.2350874
TIC420116962,1.9831998
TIC420500461,2.4787678
TIC420645952,1.8465162
TIC420947520,1.8045544
TIC421191260,2.6857639
TIC421285598,2.3581131
TIC422246362,2.4231935
TIC423275733,2.0521769
TIC423279462,3.0724445
TIC423439467,3.4172794
TIC423524230,2.5814001
TIC424508303,2.0833359
TIC425077106,2.2322162
TIC425172025,3.2690037
TIC425675208,3.4083681
TIC426389397,3.5092612
TIC426588729,2.4258551
TIC42705187,2.1303275
TIC428249301,2.7038918
TIC42828781,2.9429254
TIC428735978,2.7145369
TIC428767557,2.5287279
TIC428784674,2.3867818
TIC428962300,2.9416515
TIC429044383,2.3724472
TIC431124333,1.880653
TIC431486590,3.158618
TIC432168104,2.5528847
TIC43273020,1.8412191
TIC434214393,3.4597964
TIC434437489,1.8519706
TIC434625997,2.0583075
TIC435715608,2.3886147
TIC435936714,2.3409375
TIC43648757,2.6989629
TIC436873913,1.9779044
TIC437212966,3.1313903
TIC437248515,3.4058842
TIC438790187,2.0919391
TIC438790188,2.0947894
TIC439519959,2.4468506
TIC440003271,2.6394345
TIC440777904,3.3565037
TIC441387582,2.5479524
TIC441406061,3.0182392
TIC441422527,2.9362612
TIC441687696,2.2263682
TIC441732151,2.0998863
TIC441739153,3.2100707
TIC441804888,2.7375021
TIC44222598,2.1618647
TIC443969553,2.4541385
TIC44560801,2.7935345
TIC445646082,2.7260256
TIC445836238,2.0007797
TIC445921773,2.4309689
TIC44737596,2.7886705
TIC447493530,3.3007849
TIC449351034,2.1862334
TIC450089997,2.4617875
TIC451211626,2.4525335
TIC451960523,2.4461201
TIC452544997,2.2452871
TIC452575636,2.0422585
TIC452734608,1.9944549
TIC452845139,3.3488261
TIC452895993,3.3374515
TIC455755453,3.3464127
TIC455947620,1.9277589
TIC456307422,2.6121503
TIC457139088,3.3255111
TIC458199516,3.0172063
TIC458461293,1.806496
TIC458478250,2.2552934
TIC458481461,2.8067683
TIC458847254,2.6060503
TIC458859364,2.2997312
TIC458875828,2.3110325
TIC464422047,2.7484161
TIC467238286,3.4143331
TIC468162834,2.617318
TIC468948126,2.3064104
TIC46908113,3.0116262
TIC469863969,2.6897486
TIC469924870,3.0725582
TIC470966839,3.1457956
TIC471013547,3.5404318
TIC4742129,2.0720163
TIC48084398,2.1218069
TIC48227278,2.8963311
TIC48227288,2.8965088
TIC48658291,3.1757735
TIC48880872,2.1874975
TIC49003142,2.502933
TIC49418981,2.5677451
TIC50189810,2.237586
TIC50191648,2.1399867
TIC51104846,2.9043012
TIC51155192,3.2240579
TIC51288359,1.8014089
TIC51955546,1.8160334
TIC52276229,2.5155553
TIC52449797,2.4511251
TIC53085065,2.9330659
TIC53292822,3.2898896
TIC53847727,3.0112586
TIC53963396,2.7336262
TIC53997651,2.9173324
TIC54001270,2.3490994
TIC54018297,1.9397502
TIC55252407,2.4504235
TIC55369219,1.9795959
TIC55404385,2.9520513
TIC55524055,2.649443
TIC55999432,1.8555335
TIC57232909,3.4098944
TIC58018570,2.0288129
TIC58108085,2.572415
TIC58229181,2.1672832
TIC5981829,1.799076
TIC600037491,2.0714015
TIC60979860,2.3870631
TIC61505537,2.825623
TIC61724376,1.9078996
TIC61898904,2.8760119
TIC62702862,2.1513033
TIC62761513,2.0943241
TIC63006634,1.9948817
TIC63192395,3.064939
TIC63280198,2.0482546
TIC63310637,3.2689044
TIC63449090,2.4419957
TIC63454475,1.8674768
TIC63916460,2.6305989
TIC63972389,3.037679
TIC63972440,3.0374949
TIC64108432,2.7787077
TIC641169122,1.8234946
TIC64608449,2.2502465
TIC6518047,1.8513319
TIC65479458,3.1962242
TIC66102144,2.2927291
TIC66356824,1.8390308
TIC664915372,2.9716118
TIC66563761,3.4057562
TIC66602813,2.764074
TIC67267845,2.0253143
TIC67360334,3.4278817
TIC67565466,2.8158925
TIC67646988,1.8817457
TIC67807856,3.3733443
TIC67982365,2.4938218
TIC70717462,2.9486252
TIC70999666,2.9444457
TIC71103363,2.4486089
TIC71298511,2.1525597
TIC71330078,2.4572479
TIC71847068,2.587426
TIC72229825,1.7955911
TIC73386477,2.1803939
TIC737546,3.0677452
TIC74528791,1.8020755
TIC74627376,2.6136637
TIC76989773,3.5383541
TIC77044471,2.6574728
TIC77044472,2.6857078
TIC77158150,2.4869479
TIC78234838,1.9743377
TIC78450017,1.887501
TIC80059889,3.0319176
TIC80252615,2.694707
TIC80556181,2.8195817
TIC80650858,1.9158693
TIC80659292,1.9925092
TIC81038220,2.0224598
TIC81604794,2.2575762
TIC82337809,3.5232799
TIC82362447,2.8236737
TIC82580956,1.8942674
TIC83135408,1.8017221
TIC83391903,2.4772474
TIC83449549,3.4284422
TIC83833793,2.1734806
TIC84069091,2.6625298
TIC84342725,2.6986983
TIC84628518,2.7707179
TIC85711393,2.0629492
TIC85785338,2.2286332
TIC86232609,2.9219038
TIC86385104,2.3232208
TIC8669966,3.3944543
TIC87429086,2.4338594
TIC8766412,2.319333
TIC88571421,3.1905328
TIC88703412,2.8699727
TIC88977253,2.7679934
TIC89018905,3.1430341
TIC89522181,2.3470297
TIC9036901,3.4130085
TIC9054370,3.1899595
TIC90935391,2.6722464
TIC91638523,3.1664342
TIC9209932,3.5225329
TIC92350408,2.9574264
TIC92902907,2.2467104
TIC92902951,2.2464835
TIC93000166,2.8570926
TIC9391285,2.7525411
TIC9473243,2.2669595
TIC95867802,2.2816984
TIC97467902,2.0450862
TIC97833468,2.2836154
TIC98853987,2.7284203
TIC98853990,2.7283715
TIC98974882,2.1317486
TIC99135781,3.2343265
TIC99135783,3.2383444
TIC99391575,2.7262669
TIC99920728,2.3585278
TIC10048801,3.6987295
TIC100917608,4.1237901
TIC101220458,7.3127626
TIC101395259,7.5746218
TIC101462,4.1739815
TIC101546875,4.6840246
TIC102195674,8.7572
TIC102841799,5.2629645
TIC102929927,5.5293298
TIC102978235,3.6841111
TIC103452621,6.4198319
TIC103566595,4.1944503
TIC103605167,8.4568659
TIC105233028,3.6274028
TIC106470229,5.0203952
TIC10891640,6.1819688
TIC1103432,3.7260484
TIC11046410,8.1226211
TIC112098034,3.9102627
TIC113098812,4.8960145
TIC113567527,6.6547256
TIC114471605,6.3869005
TIC114547549,3.8679801
TIC115115136,3.9569949
TIC115693377,4.9279264
TIC115920747,7.9350688
TIC116502572,3.9329568
TIC11704852,6.7712427
TIC117397619,8.0310059
TIC11748495,4.1615575
TIC11756637,4.3064103
TIC117739806,5.6203686
TIC11799872,4.2578574
TIC11799874,4.2579273
TIC118389230,4.2744394
TIC1202347,4.1505025
TIC120585579,6.3410985
TIC120689878,7.40447
TIC120826158,5.179905
TIC120896927,4.7565589
TIC121121622,4.1007475
TIC121124831,4.2308781
TIC121156576,7.9497566
TIC121568625,8.4652048
TIC121604042,4.4423249
TIC121966220,6.7154544
TIC1220444,7.1620656
TIC122606463,6.9433642
TIC123153249,5.8784238
TIC123222370,8.9671621
TIC123573766,6.6350711
TIC123902605,6.2166988
TIC124106762,4.1869104
TIC124282575,4.8103945
TIC124651221,7.4215887
TIC124912666,8.1119042
TIC124950413,5.7898897
TIC125501325,4.3837501
TIC126232983,4.5363155
TIC126446153,4.2102754
TIC126586580,3.9273332
TIC12672792,4.2116316
TIC126763885,4.3573928
TIC128721058,5.791456
TIC129268651,5.9631945
TIC129409890,7.3514052
TIC13021029,3.8523922
TIC13062697,4.8487676
TIC130876312,7.9399755
TIC133701671,4.6955429
TIC134522557,5.7275413
TIC135050395,6.7599877
TIC135085261,4.4868623
TIC137310514,4.0534101
TIC137341354,5.4072775
TIC137408317,3.723624
TIC137516558,3.8822389
TIC138430438,5.7768454
TIC139349813,8.9996607
TIC139460937,4.0635072
TIC13957444,3.7404363
TIC139699256,5.952715
TIC139721086,8.9737351
TIC139732428,6.6637267
TIC13974582,4.8607921
TIC139825840,7.6881634
TIC141124793,5.887035
TIC141268467,4.1810902
TIC141333573,4.2473074
TIC141620020,6.229387
TIC141663326,6.6546536
TIC141685465,7.8074225
TIC141708335,4.7603435
TIC142308209,4.5518823
TIC142618244,4.7796864
TIC142677613,6.1826413
TIC142783746,6.1512217
TIC142791832,6.5419253
TIC142979644,4.1790314
TIC143117999,5.7007498
TIC143848624,5.4320497
TIC144000467,8.8831592
TIC144539611,3.9809609
TIC144695651,5.2978379
TIC145586291,4.0167459
TIC146559012,5.2819523
TIC146597035,4.4001488
TIC14679411,6.0499502
TIC147102369,4.1270975
TIC148274098,4.0532497
TIC148611095,4.8374698
TIC148612685,5.0101293
TIC149319411,4.7521262
TIC149566964,4.8135852
TIC149573659,4.373719
TIC149603524,8.823882
TIC149833117,4.0524213
TIC149861542,3.6586352
TIC149990841,4.453184
TIC150282779,5.7593793
TIC150300654,5.4498972
TIC151587650,4.9516489
TIC152223725,4.4361742
TIC153742549,6.0704815
TIC153834085,6.1584435
TIC154840461,6.0361565
TIC155114483,5.2652557
TIC155540827,3.6505249
TIC155669153,4.8729679
TIC155988736,6.8489974
TIC156921656,4.3493176
TIC157273321,5.5201001
TIC158150633,4.156442
TIC158301961,7.7615593
TIC158561566,6.7899645
TIC158713903,3.5943016
TIC159644070,4.5641925
TIC159720778,7.7360166
TIC159864583,3.6404884
TIC159864610,3.6398863
TIC159984211,3.659904
TIC160104585,4.8618817
TIC160148385,6.8505104
TIC160472514,6.168627
TIC160618494,4.2618619
TIC160648169,5.7749844
TIC161577376,8.2844594
TIC161685680,3.7392234
TIC161744580,3.7718907
TIC16288184,4.3596973
TIC16316642,4.0218798
TIC164458426,4.6932624
TIC164552564,5.5889647
TIC164681172,4.9053187
TIC164781045,4.7038964
TIC16479253,6.9481612
TIC165456443,4.3139651
TIC165626871,8.2570926
TIC165976940,5.9401653
TIC166090445,5.3246121
TIC166773165,5.0316864
TIC16703161,6.003065
TIC16728252,4.8506288
TIC167304040,5.8191329
TIC167526485,5.0114962
TIC167554898,4.4537006
TIC167671107,3.6497948
TIC167697604,6.8965116
TIC167717848,5.064015
TIC167747439,6.1309716
TIC167795859,6.2128172
TIC167812449,4.2356768
TIC16805614,8.4916123
TIC16805617,8.4909155
TIC16805628,4.0757598
TIC168191566,4.1187613
TIC168312820,6.9341227
TIC168426455,3.8671518
TIC169458450,6.9287941
TIC169532369,7.2100032
TIC17005768,6.8397291
TIC170246850,8.4002404
TIC170634116,3.6623971
TIC170735592,4.2029176
TIC170749770,5.3055493
TIC17206122,4.4532299
TIC172224309,4.1737535
TIC172422394,4.8085483
TIC172529744,9.0119805
TIC172742334,7.5647799
TIC172933154,5.7872723
TIC173038281,4.3080481
TIC173432542,5.0551084
TIC173797509,4.2790406
TIC174310085,3.6533097
TIC17468122,4.933897
TIC174757717,8.6399351
TIC175182754,3.8093294
TIC175969976,6.6976452
TIC176591772,7.7585814
TIC176854066,4.0462111
TIC176874060,8.7250003
TIC177283727,3.95617
TIC178171080,6.5011864
TIC178352046,5.7768236
TIC178858648,8.946456
TIC178938417,6.2653192
TIC179295564,7.33385
TIC179410793,7.8327444
TIC18028547,7.399122
TIC180412528,4.5870046
TIC180570279,4.7980204
TIC180943676,8.4182186
TIC181159386,5.6316349
TIC182469311,6.0298614
TIC185403173,4.5730357
TIC186544053,8.911256
TIC187930369,4.9365603
TIC1883519478,7.6407461
TIC188590080,6.4949555
TIC18915591,6.9856401
TIC190390679,6.0515344
TIC190734021,3.7644061
TIC191463077,4.7185237
TIC19193162,5.6916577
TIC193948188,5.6181129
TIC193971913,3.7928444
TIC193994472,6.35215
TIC196954401,3.7499836
TIC197570458,7.6179156
TIC197766143,5.2059361
TIC198242676,4.6297895
TIC198242678,4.6297902
TIC198555959,4.1920513
TIC199010369,4.0990887
TIC1992266045,6.6177363
TIC199661915,8.399901
TIC200297691,6.9788711
TIC200373531,8.0766059
TIC200921621,4.8641013
TIC201256771,3.7617401
TIC202295392,7.3283043
TIC20239565,6.0211645
TIC20299889,7.6062167
TIC206439308,5.5270087
TIC206468815,7.3703493
TIC206539783,8.6681789
TIC206856569,8.0171338
TIC207397638,4.0201743
TIC21184505,5.2919898
TIC213047427,8.8001062
TIC214716930,8.5251621
TIC21499609,8.4780878
TIC21639186,4.7297276
TIC216995338,4.974134
TIC217059369,5.6820851
TIC219016721,4.2348652
TIC219033506,4.6692844
TIC219095755,8.9066489
TIC219096494,8.0741923
